"element_id","sentence_id","negative","neutral","positive","sentence"
"x746","x1",NA,"csk of the table galattamemes cskvkkr","top","CSK Top of the table 
GalattaMemes CSKvKKR"
"x747","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x748","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x749","x1",NA,"zomatoprediction yesterday match between csk csk and kkr has it but i got a message stating h","won","ZomatoPrediction Yesterday Match between CSK and KKR has won it but I got a message stating Csk h"
"x750","x1",NA,"these tweets show the real of csk players innaiku kkr ahh adichi oda vitachuwaiting for mi to ge","confidence","These tweets show the real confidence of csk players 
Innaiku kkr ahh adichi oda vitachuwaiting for mi to ge"
"x751","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x752","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x753","x1","fire","rayudu raina jadhav yet to each one form and things as we approach finale i see a last","hopefully gains improve","Rayudu Raina Jadhav yet to fire
Hopefully each one gains form and things improve As we approach Finale

I see a last"
"x754","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x755","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x756","x1",NA,"mivkxip submit your answer here gtgt one will their favourite teams jersey and enter the","winner win","MIvKXIP Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the"
"x757","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x758","x1","wtf","chennai ne first inning me nd nd banaye haiso its about teams ha thodi bowler",NA,"Wtf chennai ne first inning me nd banaye haiSo its about teams Nd ha thodi bowler"
"x759","x1","crazy","massive cameo in thalapathy twitter goes as atlee meets shahrukhkhan ipl ipl csk kkr cskvskkr http",NA,"Massive cameo in Thalapathy Twitter goes crazy as Atlee meets ShahRukhKhan
IPL IPL CSK KKR CSKvsKKR
http"
"x760","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x761","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x762","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x763","x1","apprehensive wrong","to be id been of s selection for csk but am that hes proved me","honest glad","To be honest Id been apprehensive of s selection for CSK but am glad that hes proved me wrong"
"x764","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x765","x1",NA,"russell entry this is how chennai csk","fans welcome","Russell Entry This is how CHENNAI Fans Welcome CSK"
"x766","x1",NA,"csk have been unbeaten at home this season having against rcb rr kxip and now kkr","won","CSK have been unbeaten at home this season having won against RCB RR KXIP and now KKR"
"x767","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x768","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x769","x1","ban","inspects the chennai pitch and takes some serious maybe they need another years to","hope properly action star","Hope properly inspects the Chennai pitch and takes some serious action Maybe they need another years ban to star"
"x770","x1",NA,"our at chepak stadium csk cskvkkr","beloved","Our Beloved at Chepak Stadium 

CSK CSKvKKR"
"x771","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x772","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x773","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x774","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x775","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x776","x1",NA,"tuesdaymotivation theme song of cskvrcb csk rcb",NA,"TuesdayMotivation Theme song of cskvrcb csk RCB"
"x777","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x778","x1",NA,"thalaivan dhanush and lingaa at chennai chepauk stadium whistlepodu csk cskvkkr",NA,"Thalaivan Dhanush and Lingaa at Chennai Chepauk Stadium 
 
WhistlePodu CSK CSKvKKR"
"x779","x1",NA,"our dhanush at chepauk stadium cskvkkr chennaisuperkings csk","beloved","Our Beloved Dhanush at Chepauk Stadium 

CSKvKKR Chennaisuperkings
CSK"
"x780","x1","struggled","rajasthan royals and scored but kkr the game in just th th over over csk had to to go against","won win","Rajasthan Royals struggled and scored but KKR won the game in just th over CSK had to go th over to win against"
"x781","x1",NA,"theme song of cskvrcb csk rcb ipl ipl travelblogger travelblogging",NA,"Theme song of cskvrcb csk RCB ipl ipl travelblogger travelblogging"
"x782","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x783","x1",NA,"simplicity red shirt shirt lots of times we see the on this last months dhanushkraja cskvkkr csk dhoni fan",NA,"Simplicity Red Shirt lots of times We see The shirt On this Last Months dhanushkraja CSKvKKR CSK dhoni fan"
"x784","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x785","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x786","x1","player","when a bhajji who retired many years ago is turning the ball his days you can","like like younger","When a player like Bhajji who retired many years ago is turning the ball like his younger days you can"
"x787","x1","ban","inspects the chennai pitch and takes some serious maybe they need another years to","hope properly action star","Hope properly inspects the Chennai pitch and takes some serious action Maybe they need another years ban to star"
"x788","x1","ban","inspects the chennai pitch and takes some serious maybe they need another years to","hope properly action star","Hope properly inspects the Chennai pitch and takes some serious action Maybe they need another years ban to star"
"x789","x1",NA,"csk of the table galattamemes cskvkkr","top","CSK Top of the table 
GalattaMemes CSKvKKR"
"x790","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x791","x1",NA,"of fixing adopted by this year pitchfixing takes serious and bans them fo","new kind hope action","New kind of fixing adopted by this year PitchFixing Hope takes serious action and bans them fo"
"x792","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x793","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x794","x1",NA,"your gave csk another","steadiness win","your steadiness gave CSK another win"
"x795","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x796","x1",NA,"biryani and and is like csk dhoni its","thumbsup unbeatable","Biryani and ThumbsUp is like CSK and Dhoni its Unbeatable"
"x797","x1",NA,"remains csk of the table ipl vivoipl cskvkkr","king top","King Remains 

CSK TOP OF THE TABLE

IPL VIVOIPL CSKvKKR"
"x798","x1",NA,"chennai chennai is known as a for spinners this this vivoipl we we have seen more turn time are","heaven producing","Chennai is known as a heaven for Spinners This VIVOIPL we have seen Chennai producing more turn This time we are"
"x799","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x800","x1","ban","inspects the chennai pitch and takes some serious maybe they need another years t","hope properly action","Hope properly inspects the Chennai pitch and takes some serious action Maybe they need another years ban t"
"x801","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x802","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x803","x1",NA,"thats the belief they have in mahendra singh dhoni dhoni cskvkkr chennaisuperkings csk msdhoni","trust","Thats The TRUST BELIEF They Have In MAHENDRA SINGH DHONI 

CSKvKKR ChennaiSuperKings CSK MSDhoni Dhoni"
"x804","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x805","x1",NA,"csk","king","KING CSK"
"x806","x1",NA,"night lions day csk cskvkkr enowaytionplus","good","Good Night

Lions Day

CSK CSKvKKR enowaytionplus"
"x807","x1","unbelievable","watch video superfast stumping from dhoni it just took that many seconds","super king","Watch Video Superfast Stumping from Super King Dhoni
It just took that many seconds Unbelievable"
"x808","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x809","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x810","x1",NA,"what more you you want raina have the dhoni flem hussey csk brand and chepauk is like your home gro","fans love","What more you want Raina 
You have the fans love Dhoni flem hussey Csk Brand 
And Chepauk is like your home gro"
"x811","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x812","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x813","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x814","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x815","x1",NA,"weather update from chepauk thanda csk called the shots tonight despite a typically garam andre russell inning",NA,"Weather update from Chepauk Thanda 

CSK called the shots tonight despite a typically Garam Andre Russell inning"
"x816","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x817","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x818","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x819","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x820","x1",NA,"csk timeline today cskvkkr",NA,"CSK timeline today CSKvKKR"
"x821","x1","lost lost","last games at chepauk","won won won won won won won won won won won won won won won won","last games at Chepauk

Won
Won
Won 
Won
Won
Won
Won
Won
Won
Won
Lost
Won
Won
Won
Won
Won

Won 
Lost"
"x822","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x823","x1",NA,"sachin born in mumbai for all that he but the btw dhoni chennai is beyond","love love received","Sachin born in Mumbai for all that love he received But the love btw dhoni Chennai is beyond"
"x824","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x825","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x826","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x827","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x828","x1",NA,"csk woh hunhar chatra h h jiske exam me me me b no ate real theory toh ye","practical","Csk woh hunhar chatra h jiske practical exam me b no ate h real theory me toh ye me"
"x829","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x830","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x831","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x832","x1",NA,"cskvkkr ipl with team selection just some days away surprisingly amongst all indian pacers it is chahar wh",NA,"CSKvKKR IPL With team selection just some days away surprisingly amongst all Indian pacers it is Chahar wh"
"x833","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x834","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x835","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x836","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x837","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x838","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x839","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x840","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x841","x1",NA,"for csk though the match had its moments on a pitch if this nature batsmen getting knocks russ","easy win substantial","Easy win for CSK though the match had its moments On a pitch if this nature batsmen getting substantial knocks Russ"
"x842","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x843","x1",NA,"back to the the of points table cskvkkr cskvskkr ipl msdhoni whistlepodu anbuden yelloveagain yello","top","Back to the Top of the Points Table
CSKvKKR CSKvsKKR
 IPL MSDhoni WhistlePodu AnbuDen YelloveAgain Yello"
"x844","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x845","x1","defeat","csk comprehensively kkr done boys in yellow cskvkkr ipl","well","CSK comprehensively defeat KKR 

Well done Boys in Yellow 

CSKvKKR IPL"
"x846","x1",NA,"csk of the table galattamemes cskvkkr","top","CSK Top of the table 
GalattaMemes CSKvKKR"
"x847","x1",NA,"cant even compare the dhoni is is is recieving in chennai chennai when he not from this another","affection","Cant even compare the affection Dhoni is recieving in Chennai when he is not from Chennai this is another"
"x848","x1",NA,"whistlepoduarmy csk yellove","fast faster fastest","Fast Faster Fastest

 
WhistlePoduArmy CSK Yellove"
"x849","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x850","x1",NA,"was in the cskvkkr match yesterday he will be team kkr csk","supporting","was in the CSKvKKR match yesterday He will be supporting team KKR CSK"
"x851","x1","crush","theme song of csk by thebrandamitdatta as they kkr at their home ground in chennai ipl spor","launched","Theme song of CSK launched by thebrandamitdatta as they crush KKR at their home ground in Chennai IPL spor"
"x852","x1",NA,"always remember life is nothing about that that breath breath you take take its the moment your away goodnight ip",NA,"Always remember life is nothing about that breath you take its the moment that take your breath away
goodnight 

IP"
"x853","x1",NA,"oh my god trolled take a bow sarcasticswaggers whistlepodu yellove csk",NA,"OH MY GOD TROLLED
 Take a bow

SarcasticSwaggers

WhistlePodu Yellove CSK"
"x854","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x855","x1","crush","theme song of csk by thebrandamitdatta as they kkr at their home ground in chennai ipl","launched","Theme song of CSK launched by thebrandamitdatta as they crush KKR at their home ground in Chennai IPL"
"x856","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x857","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x858","x1","crazy","massive cameo in thalapathy twitter goes as atlee meets shahrukhkhan ipl ipl csk kkr cskvskkr http",NA,"Massive cameo in Thalapathy Twitter goes crazy as Atlee meets ShahRukhKhan
IPL IPL CSK KKR CSKvsKKR
http"
"x859","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x860","x1",NA,"sunday survey your month will decide which character of cricketer you are lets settle this ipl csk whis","birth","Sunday Survey Your Birth Month will decide which Character of Cricketer you are Lets settle this 

IPL CSK Whis"
"x861","x1",NA,"remains csk of the table ipl vivoipl cskvkkr","king top","King Remains 

CSK TOP OF THE TABLE

IPL VIVOIPL CSKvKKR"
"x862","x1",NA,"msdhoni has given so much to indian cricket deepak chahar will be one more addition in that list this is really a br",NA,"MSDhoni has given so much to Indian Cricket Deepak Chahar will be One more addition in that List This is really a br"
"x863","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x864","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x865","x1",NA,"taken off from where he left last game after the miller wicket two two in for deepak chahar yellove whistlepodu c",NA,"Taken off from where he left last game after the Miller Wicket Two in Two for Deepak Chahar YelLove WhistlePodu C"
"x866","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x867","x1",NA,"we yet again csk cskvkkr ipl","won","We won yet again CSK CSKvKKR IPL"
"x868","x1",NA,"csk over over a a six and four from that pc cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Over
 

A six and a four from that PC over

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x869","x1",NA,"csk overs start from from prasidh just that one cskvkkr vivoipl kkrhaitaiyaar","fantastic","CSK Overs
 

Fantastic start from Prasidh just from that one

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x870","x1","dominant","imrantahirs celebrations underline a csk bowling having claimed wick","jubilant performance","ImranTahirs jubilant celebrations underline a dominant CSK bowling performance Having claimed wick"
"x871","x1","conceded","csk overs a wicket from that over but boundaries cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

A wicket from that over but boundaries conceded 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x872","x1",NA,"csk overs a a boundary from that over need wicket asap cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

A boundary from that over need a wicket ASAP

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x873","x1",NA,"csk overs what a a catchhhhhhhh piyush chawla takes blinder as raina is out cskvkkr vivoipl kkrhait",NA,"CSK Overs
 

WHAT A CATCHHHHHHHH Piyush Chawla takes a blinder as Raina is out

CSKvKKR VIVOIPL KKRHaiT"
"x874","x1",NA,"csk overs powerplay ends can we get a few more wickets as as possible cskvkkr vivoipl kkrha","quickly","CSK Overs
 

Powerplay ends can we get a few more wickets as QUICKLY as possible

CSKvKKR VIVOIPL KKRHa"
"x875","x1","economic","csk overs over from kuldeep keeping keeping a line and it tight cskvkkr vivoipl kkr","proper","CSK Overs
 

Economic over from Kuldeep keeping a proper line and keeping it tight

CSKvKKR VIVOIPL KKR"
"x876","x1","pressure","csk csk overs we are the the on batsmen need some wickets now cskvkkr vivoipl kk","building","CSK Overs
 

We are building the pressure on the CSK batsmen need some wickets now

CSKvKKR VIVOIPL KK"
"x877","x1","noose","csk overs spinners from both ends and were tightening the the as timeout has been taken cskvkkr",NA,"CSK Overs
 

Spinners from both ends and were tightening the noose as the TIMEOUT has been taken

CSKvKKR"
"x878","x1",NA,"csk overs overs one boundary from that over remain cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

One boundary from that over overs remain

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x879","x1",NA,"csk overs we have runs left to cskvkkr vivoipl kkrhaitaiyaar","defend","CSK Overs
 

We have runs left to defend 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x880","x1",NA,"csk overs narine completes his rd over he has bowled cskvkkr vivoipl kkrhaitai","exceptionally well","CSK Overs
 

Narine completes his rd over he has bowled exceptionally well

CSKvKKR VIVOIPL KKRHaiTai"
"x881","x1",NA,"csk overs we have runs more to cskvkkr vivoipl kkrhaitaiyaar","defend","CSK Overs
 

We have runs more to defend

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x882","x1",NA,"csk overs kuldeep finishes his spell as the timeout has been taken cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

Kuldeep finishes his spell as the timeout has been taken

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x883","x1",NA,"csk overs pc has taken a wicket and catches today cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

PC has taken a wicket and catches today

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x884","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x885","x1",NA,"sachin born in mumbai for all that he but the btw dhoni chennai is","love love received","Sachin born in Mumbai for all that love he received But the love btw dhoni Chennai is"
"x886","x1",NA,"we played our comeback match last year at home after years against the riders and what a it was","knight special win","We played our comeback match last year at home after years against the Knight Riders and what a special win it was"
"x887","x1",NA,"who will the match rt csk kkr cskvkkr kkrhaitaiyaar whistlepodu ipl htt","win like","Who will win the match

RT CSK
Like KKR

CSKvKKR KKRHaiTaiyaar WhistlePodu IPL htt"
"x888","x1","ruthlessness","the with which dhoni csk and such is what we need for team india at world cup","leads calmness","The Ruthlessness with which Dhoni leads CSK and Such Calmness is what we need For Team India At World Cup"
"x889","x1",NA,"csk overs pc has taken a wicket and catches today cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

PC has taken a wicket and catches today

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x890","x1","blunder","everyone thought csk team made a by choosing senior players but they showed you can never count expe","big","Everyone thought CSK team made a big blunder by choosing senior players But they showed you can never count expe"
"x891","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x892","x1",NA,"dhonis reaction to imran thairs whistle podu csk vs kkr ipl full video link","dance","Dhonis Reaction to Imran Thairs Whistle Podu Dance CSK vs KKR IPL 

Full Video Link"
"x893","x1","unbelievable","watch video superfast stumping from dhoni it just took that many seconds","super king","Watch Video Superfast Stumping from Super King Dhoni
It just took that many seconds Unbelievable"
"x894","x1","enough","csk go to the the of table russells muscle not today ipl vivoipl w","top good","CSK go to the top of the Table
Russells muscle not good enough today

IPL VivoIPL W"
"x895","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x896","x1",NA,"answergt here is my prediction chennai kings csk team would todays match predictand","super win","Answergt

Here is my Prediction 

 Chennai Super Kings CSK Team would win todays match
PredictAnd"
"x897","x1",NA,"no csk are back to where they belong table ipl cskvkkr","surprise top","No surprise CSK are back to where they belong Table top IPL CSKvKKR"
"x898","x1",NA,"msdhoni you you you always rocks to see are a kindhearted on another","love genuinely congratulations","MSDhoni you always rocks
Love to see you 
You are genuinely a kindhearted
 Congratulations on another"
"x899","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x900","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x901","x1",NA,"what makes deepak chahar so for csk his form with ball surely dhoni knows how to make use of","special brilliant","What makes Deepak Chahar so special for CSK his brilliant form with ball
Surely Dhoni knows how to make use of"
"x902","x1",NA,"skipper sticks to to the combination face csk tonight cskvkkr vivoipl kkrhaitaiyaar","winning","Skipper sticks to the winning combination to face CSK tonight 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x903","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x904","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x905","x1",NA,"csk of the table galattamemes cskvkkr","top","CSK Top of the table 
GalattaMemes CSKvKKR"
"x906","x1",NA,"csk csk vs kkr kkr public reaction msdhoni sharukhkhan ipl cskvkkr atlee vijay roboshankar",NA,"Csk vs kkr public reaction
 csk kkr MSDhoni sharukhkhan IPL CSKvKKR atlee vijay roboshankar"
"x907","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x908","x1","dominant bad loss","there is is no cliffhangers for csk either which in most cases and occasional","win agree","There is no cliffhangers for csk either dominant win which is in most cases and occasional bad loss agree"
"x909","x1",NA,"witnessed my first evr ipl match and that too too in our own anbuden chepaukloved it the core expected some firewor",NA,"Witnessed my first evr IPL match and that too in our own AnbuDen Chepaukloved it too the core Expected some firewor"
"x910","x1",NA,"russell csk csk mersal vs kkr ipl full video link","fans celebration","Russell CSK Fans Mersal Celebration CSK vs KKR IPL 

full video link"
"x911","x1",NA,"it has become a clockwork for prasanth gayathri and and dinesh were to see whether the will be dethroned","excited top","It has become a clockwork for Prasanth Gayathri and Dinesh And were excited to see whether the Top will be dethroned"
"x912","x1","struggled","rajasthan royals and scored but kkr the game in just th th over over csk had to to go against","won win","Rajasthan Royals struggled and scored but KKR won the game in just th over CSK had to go th over to win against"
"x913","x1",NA,"for csk though the match had its moments on a pitch if this nature batsmen getting knocks russ","easy win substantial","Easy win for CSK though the match had its moments On a pitch if this nature batsmen getting substantial knocks Russ"
"x914","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x915","x1",NA,"csk","congrats","Congrats CSK"
"x916","x1",NA,"i predicted that csk will against kkr on my order predict the the of match everyda","win won cashback winner","I predicted that CSK will win against KKR won cashback on my order Predict the winner of the match everyda"
"x917","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
