"element_id","sentence_id","negative","neutral","positive","sentence"
"x1","x1",NA,"skipper sticks to to the combination face csk tonight cskvkkr vivoipl kkrhaitaiyaar","winning","Skipper sticks to the winning combination to face CSK tonight 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x2","x1",NA,"after his his his first record record of of in in ranji debut against hyderabad here comes second mos","trophy","After his first record of in his Ranji trophy debut against Hyderabad in 
Here comes his second record of mos"
"x3","x1",NA,"after his his his first record record of of in in ranji debut against hyderabad here comes second mos","trophy","After his first record of in his Ranji trophy debut against Hyderabad in 
Here comes his second record of mos"
"x4","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x5","x1",NA,"msdhoni with shahrukhkhan whistlepodu csk",NA,"MSDhoni with ShahRukhKhan 

WhistlePodu CSK"
"x6","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x7","x1","beaten","this was such an video back then you gotta get used to be by the boys from chennai chennai we are fi","epic","This was such an epic video back then 

You gotta get used to be beaten by the boys from Chennai Chennai we are fi"
"x8","x1",NA,"after his his his first record record of of in in ranji debut against hyderabad here comes second mos","trophy","After his first record of in his Ranji trophy debut against Hyderabad in 
Here comes his second record of mos"
"x9","x1",NA,"man of of simplicity and this heart dhoni dhoni whistlepodu csk msdhoni msd mahi","kind","Man of Simplicity and This kind of Heart 

DHONI
WhistlePodu
CSK
Dhoni MSDhoni MSD Mahi"
"x10","x1",NA,"after his his his first record record of of in in ranji debut against hyderabad here comes second mos","trophy","After his first record of in his Ranji trophy debut against Hyderabad in 
Here comes his second record of mos"
"x11","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x12","x1","missing","if ipl is is about i think the csk home crowd all of it one or two low scoring matches are but not","fun fine","If IPL is about fun I think the CSK home crowd is missing all of it One or two low scoring matches are fine but not"
"x13","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x14","x1",NA,"done teamcontestalert giveaway cricketcontest cricketmerijaan cricketaustralia ipl kkr",NA,"Done teamContestAlert
GiveAway CricketContest CricketMeriJaan CricketAustralia IPL KKR"
"x15","x1",NA,"after his his his first record record of of in in ranji debut against hyderabad here comes second mos","trophy","After his first record of in his Ranji trophy debut against Hyderabad in 
Here comes his second record of mos"
"x16","x1",NA,"after his his his first record record of in in ranji debut against hyderabad here comes second","trophy","After his first record of in his Ranji trophy debut against Hyderabad in 
Here comes his second record"
"x17","x1",NA,"match yellove bleedyellow chinnathala chennaiipl csk chennaisuperkings sureshraina sureshraina sureshku","ready","Match ready yellove bleedyellow chinnathala chennaiipl csk chennaisuperkings sureshraina sureshraina sureshku"
"x18","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x19","x1","forget","contestalert here comes ipl mega contest and iphone x dont to","visit win amazing","ContestAlert Here comes IPL Mega Contest 
visit and win Amazing IPhone X 
Dont forget to"
"x20","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x21","x1","beaten","this was such an video back then you gotta get used to be by the boys from chennai chennai we ar","epic","This was such an epic video back then 

You gotta get used to be beaten by the boys from Chennai Chennai we ar"
"x22","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x23","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x24","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x25","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x26","x1","enough","csk go to the russells muscle not today ipl vivoipl kkr","top good","CSK go to the top 
Russells muscle not good enough today

IPL VivoIPL KKR"
"x27","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x28","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x29","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x30","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x31","x1",NA,"rrvcsk submit my answer contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip","join","RRvCSK Submit my answer

contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip
Join"
"x32","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x33","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x34","x1","empty problem","ipl ipl finals not in chennai seats the vivoipl csk",NA,"IPL finals not in Chennai Empty seats the problem

IPL VivoIPL CSK"
"x35","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x36","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x37","x1","boring","one of the most innings this year comes to to to an end end narine who decided it sooner than csk a i","thanks win","One of the most boring innings this year comes to an end thanks to Narine who decided to end it sooner than CSK A win i"
"x38","x1",NA,"as a captain captain redefining the word whistlepodu msdhoni dhoni csk","wins","wins as a captain 
Redefining the word captain

WhistlePodu MSDhoni Dhoni CSK"
"x39","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x40","x1","lost","csk at chepauk last matches ipl vs mi wo","won won won won won won won won won won won won won","CSK at Chepauk last matches IPL

Won
Won
Won
Won
Won
Won
Won
Won
Won
Won
Lost vs MI 
Won
Won
Won
Wo"
"x41","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x42","x1",NA,"rrvcsk submit answer contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip","join","RRvCSK Submit answer

contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip
Join"
"x43","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x44","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x45","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x46","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x47","x1",NA,"done team contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip",NA,"Done Team 
ContestAlert iplcontest 
ipl CSK kkr mi DC 
srh RR rcb kxip"
"x48","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x49","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x50","x1",NA,"much in chennai today played my we did our but sometime its not","fun well fantastic best good","Much fun in Chennai today Well played my fantastic we did our best but sometime its not good"
"x51","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x52","x1",NA,"csk overs narine completes his rd over he has bowled cskvkkr vivoipl kkrhaitai","exceptionally well","CSK Overs
 

Narine completes his rd over he has bowled exceptionally well

CSKvKKR VIVOIPL KKRHaiTai"
"x53","x1",NA,"csk overs we have runs more to cskvkkr vivoipl kkrhaitaiyaar","defend","CSK Overs
 

We have runs more to defend

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x54","x1",NA,"csk overs kuldeep finishes his spell as the timeout has been taken cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

Kuldeep finishes his spell as the timeout has been taken

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x55","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x56","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x57","x1",NA,"csk overs pc has taken a wicket and catches today cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

PC has taken a wicket and catches today

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x58","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x59","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x60","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x61","x1",NA,"whenever csk plays or somehow deep in in my heart always says it may not be game that","wins fair","whenever CSK plays or wins somehow deep in my heart always says it may not be fair game in that"
"x62","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x63","x1",NA,"all the csk waiting for some fireworks from","best","All the best CSK waiting for some fireworks from"
"x64","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x65","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x66","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x67","x1",NA,"caption this picture ipl csk kkr voteforglass chitralahari",NA,"Caption this picture 
IPL CSK KKR VoteForGlass Chitralahari"
"x68","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x69","x1","sad empty problem","news csk ipl finals not in chennai seats the link","fans","SAD NEWS CSK FANS IPL FINALS NOT IN CHENNAI EMPTY SEATS THE PROBLEM 

Link"
"x70","x1",NA,"chennai really adopted me dhoni msdhoni msd whistlepodu yellove cskvkkr yelloveagain whistlepoduarmy cs","fans","Chennai Fans Really Adopted Me Dhoni 

MSDhoni MSD WhistlePodu Yellove CSKvKKR YelloveAgain WhistlePoduArmy CS"
"x71","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x72","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x73","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x74","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x75","x1","opponent","approach and and and strategy are more which is of dhoni csk for every particular game ipl","important best","Approach and strategy are more important which is best of dhoni and csk for every particular game and opponent IPL"
"x76","x1","problem","no no russell cskvskkr csk kkr yesterday halaplay ipl cricket","winnings dream","No Russell no problem 

cskvskkr csk kkr 
Yesterday winnings 

halaplay dream ipl cricket"
"x77","x1",NA,"russell csk csk mersal vs kkr ipl full video link","fans celebration","Russell CSK Fans Mersal Celebration CSK vs KKR IPL 

full video link"
"x78","x1","blaming culprit","so many people people chennaipitches for csk but those dont know that the the real is t","success","So many people blaming chennaipitches for csk success

But those people Dont know that the Real culprit is the T"
"x79","x1",NA,"man of of simplicity and this heart dhoni dhoni whistlepodu csk msdhoni msd mahi","kind","Man of Simplicity and This kind of Heart 

DHONI
WhistlePodu
CSK
Dhoni MSDhoni MSD Mahi"
"x80","x1","clash failed","it was billed as the the the the of titans but kkr to even get off mark against csk at",NA,"It was billed as the clash of the titans but KKR failed to even get off the mark against CSK at the"
"x81","x1","problem","no no russell cskvskkr csk kkr yesterday halaplay ipl cricket","winnings dream","No Russell no problem 

cskvskkr csk kkr 
Yesterday winnings 

halaplay dream ipl cricket"
"x82","x1",NA,"they are both in the home stretch of their but csk spin duo harbhajansingh imrantahir once again have","careers","They are both in the home stretch of their careers but CSK spin duo HarbhajanSingh ImranTahir once again have"
"x83","x1",NA,"csk csk coasts to wicket over kkr cskvkkr kkrvcsk cskthekingofipl ipl ipl ipl iplt","win","CSK coasts to wicket win over KKR
CSK CSKvKKR KKRvCSK CSKthekingofipl IPL IPL IPL IPLT"
"x84","x1",NA,"rrvcsk done team contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip guys","join","RRvCSK Done team 
contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip 
Join guys"
"x85","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x86","x1","haters","old men without its s s csk v kkr tonight put your hands","friendships mutual respect","Old friendships mutual respect men without haters its s CSK v s KKR tonight 

Put your hands"
"x87","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x88","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x89","x1",NA,"csk moves to of the points table kings at their own position whistle podu cskvkkr follow","top super","CSK Moves to Top Of the Points Table

SUPER KINGS At their Own Position 

WHISTLE PODU

 CSKvKKR Follow"
"x90","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x91","x1",NA,"done teamrrvcsk contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip",NA,"Done teamRRvCSK
contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip"
"x92","x1","sad empty problem","news csk ipl finals not in chennai seats the link","fans","SAD NEWS CSK FANS IPL FINALS NOT IN CHENNAI EMPTY SEATS THE PROBLEM 

Link"
"x93","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x94","x1","crazy","haha the of stuff that this man vijay comes up with is absolutely csk","kind","Haha The kind of stuff that this man Vijay comes up with is ABSOLUTELY crazy CSK"
"x95","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x96","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x97","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x98","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x99","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x100","x1",NA,"simplicity red shirt shirt lots of times we see the on this last months dhanushkraja cskvkkr csk dhoni fan",NA,"Simplicity Red Shirt lots of times We see The shirt On this Last Months dhanushkraja CSKvKKR CSK dhoni fan"
"x101","x1",NA,"may be be the the guys who making would never known to even people in next streets but atlee already made his","fun","May be the guys who making fun would never be known to even people in the next streets but Atlee already made his"
"x102","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x103","x1",NA,"rrvcsk done team contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip",NA,"RRvCSK Done team 
contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip"
"x104","x1",NA,"night lions day csk cskvkkr enowaytionplus","good","Good Night

Lions Day

CSK CSKvKKR enowaytionplus"
"x105","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x106","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x107","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x108","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x109","x1",NA,"our dhanush dhanush at chepak stadium lingaa uthamaputhiran anna look csk cskvkkr","beloved stylish","Our Beloved Dhanush at Chepak Stadium Lingaa Dhanush Uthamaputhiran 
ANNA Stylish look
CSK CSKvKKR"
"x110","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and enter the d","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the d"
"x111","x1",NA,"rrvcsk submit your answer here gtgt one will their favourite teams jersey and en","winner win","RRvCSK Submit your answer here gtgt 
One winner will win their favourite teams jersey and en"
"x112","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x113","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x114","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x115","x1","alert","ipl record most dots in in a spell history deepak chahar v rcb ashish ne",NA,"IPL RECORD ALERT

Most dots in a spell in history
 Deepak Chahar v RCB 
 Ashish Ne"
"x116","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x117","x1",NA,"my prediction csk mi kkr srh",NA,"My prediction
Csk
mi
kkr
srh"
"x118","x1","fortress","csk keep the the streak on at their thesuperkings match by wickets s","winning win comfortably","CSK keep the winning streak on at their fortress TheSuperKings win the match comfortably by wickets s"
"x119","x1",NA,"back back to to the where we belong team by all csk players today captaincy as a","top superb spirit best","Back to the TOP
Back to where we belong
Superb team spirit by all Csk players today
 captaincy best as a"
"x120","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x121","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x122","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x123","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x124","x1","player","thalaiva my favourite rainaboy so you csk superfan me","love","THALAIVA My favourite player Rainaboy so love you csk superfan me"
"x125","x1",NA,"csk of the table galattamemes cskvkkr","top","CSK Top of the table 
GalattaMemes CSKvKKR"
"x126","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x127","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x128","x1",NA,"and sunil narine brings another for csk csk cskvkkr chennaisuperkings","victory","And Sunil Narine brings another victory for CSK
CSK CSKvKKR ChennaiSuperKings"
"x129","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x130","x1",NA,"ipl point table csk rcb",NA,"IPL point table
CSK RCB"
"x131","x1","defeat","csk comprehensively kkr done boys in yellow cskvkkr ipl","well","CSK comprehensively defeat KKR 

Well done Boys in Yellow 

CSKvKKR IPL"
"x132","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x133","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x134","x1",NA,"for csk though the match had its moments on a pitch if this nature batsmen getting knocks russ","easy win substantial","Easy win for CSK though the match had its moments On a pitch if this nature batsmen getting substantial knocks Russ"
"x135","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x136","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x137","x1",NA,"in ipl so far most most sixes for for for csk csk csk msdhoni msdhoni msdhoni runs highest score",NA,"In IPL So Far

 Most Sixes For CSK MSDHONI

 Most Runs For CSK MSDHONI

 Highest Score For CSK MSDHONI"
"x138","x1","smash","csk in in in form kkr style msdhoni s chasing isnt even required all teams ipl","fine expertise","CSK smash in form KKR in fine style MSDHONI s chasing expertise isnt even required All teams in IPL"
"x139","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x140","x1","absolute inexcusable","it will will be be an shocker if russell runs out of partners that cskvskkr csk kkr vivoipl",NA,"It will be an absolute shocker if Russell runs out of partners That will be inexcusable CSKvsKKR CSK KKR VIVOIPL"
"x141","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x142","x1","hum","cskvkkr after watching russell in previous games kkr aaj csk ko ghar mein ghus ke mareng","performance fans","CSKvKKR 

After watching Russell performance in previous games

KKR Fans Aaj hum CSK ko ghar mein ghus ke mareng"
"x143","x1",NA,"chyavanprash kings csk yellove","super","Chyavanprash Super Kings CSK Yellove"
"x144","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x145","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x146","x1",NA,"how are these these get them from to to i am wear for next games","cute support excited thank","How cute are these Get them from to support I am excited to wear these for next games Thank"
"x147","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x148","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x149","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x150","x1","stuck","i think against the bowlinglike rabada csk somehow he got","quality","I think against the quality bowlinglike Rabada Csk somehow he got stuck"
"x151","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x152","x1",NA,"dhoni dhoni gives tips to andre russell and sunil narine you ms andrerussell msdhoni cskvkkr","love","Dhoni gives tips to Andre Russell and Sunil Narine
Love you Ms Dhoni
AndreRussell
MsDhoni 
CSKvKKR"
"x153","x1",NA,"cricket means means dhoni dhoni dhoni ipl everything is csk",NA,"Cricket means Dhoni 
IPL means Dhoni 
Everything is Dhoni 

CSK"
"x154","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x155","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x156","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x157","x1","blaming blaming impotent","the the pitch pitch is like bedcskvskkr cskvkkr cskvkkr csk",NA,"Blaming the pitch is like impotent blaming the bedcskvskkr CSKvKKR pitch CSKvKKR csk"
"x158","x1",NA,"oh my god what a sureshraina chinnathala chennaisuperkings whistlepodu yellove ipl","cuteness","Oh My God 
What a Cuteness 
 

SureshRaina ChinnaThala ChennaiSuperKings WhistlePodu Yellove IPL"
"x159","x1","outcome","bigg to csk on game at home bowling from deepak chaharmom and faf always play","congratulations winning well","Bigg congratulations to CSK on winning game at home well bowling outcome from Deepak ChaharMOM and Faf always play"
"x160","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x161","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x162","x1","touted","swachhindia ipl whistlepoduarmy as official fan club of csk m a chidambaram stadium in chenn","clean","SwachhIndia IPL WhistlePoduArmy touted as official fan club of CSK clean M A Chidambaram Stadium in Chenn"
"x163","x1",NA,"simplicity red shirt shirt lots of times we see the on this last months dhanushkraja cskvkkr csk dhoni fan",NA,"Simplicity Red Shirt lots of times We see The shirt On this Last Months dhanushkraja CSKvKKR CSK dhoni fan"
"x164","x1","emphatic","match chennai kings vs kolkata riders cskvkkr with an csk are back at the o","super knight win top","Match Chennai Super Kings Vs Kolkata Knight Riders CSKvKKR

 With an emphatic win CSK are back at the top o"
"x165","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x166","x1",NA,"iam a a fan of of csk dhoni dhoni it isnt just team me but its my way life always ins","ardent","Iam a ardent fan of CSK Dhoni It isnt just a team me but its my Way of Life Dhoni always ins"
"x167","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
